parent_uri,parent_label,child_uri,child_label,child_def
http://www.gamaizer.ai/cmo/skill/29a50780-f81b-429c-b410-7f23a492e19d,vendre des produits,http://www.gamaizer.ai/cmo/skill/511eaf45-f585-4198-9c8d-9dbedb22b1b2,vendre des produits logiciels,Vendre des logiciels et des applications aux clients en fonction de leurs besoins personnels.
http://www.gamaizer.ai/cmo/skill/29a50780-f81b-429c-b410-7f23a492e19d,vendre des produits,http://www.gamaizer.ai/cmo/skill/6c4ac9e9-e9d6-4527-a8df-b51b9197850f,vendre des produits de refroidissement lubrifiants pour véhicules,Vendre différents types de produits de refroidissement lubrifiants pour véhicules.
http://www.gamaizer.ai/cmo/skill/29a50780-f81b-429c-b410-7f23a492e19d,vendre des produits,http://www.gamaizer.ai/cmo/skill/92fa5258-bf20-4e1e-b943-36a9e369699a,vendre des produits d'antiquité,"Vendre des objets d’antiquité et d’autres produits imprimés dans des points de vente au détail, par l’intermédiaire de catalogues spécialisés ou à différents endroits, tels que des foires commerciales."
http://www.gamaizer.ai/cmo/skill/29a50780-f81b-429c-b410-7f23a492e19d,vendre des produits,http://www.gamaizer.ai/cmo/skill/9f152792-2589-4256-bbd9-9e87bf524631,vendre des produits de confiserie,"Vendre des pâtisseries, des bonbons et des produits de chocolaterie aux clients."
http://www.gamaizer.ai/cmo/skill/29a50780-f81b-429c-b410-7f23a492e19d,vendre des produits,http://www.gamaizer.ai/cmo/skill/a46c1df8-9885-4036-98d8-b225a8d13c19,vendre des produits de télécommunication,"Vendre des équipements et des services de télécommunications tels que les téléphones portables, les ordinateurs de bureau et les ordinateurs portables, le câblage, l’accès à internet et la sécurité."
http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,http://www.gamaizer.ai/cmo/skill/0c766ca3-9364-4203-916b-fed16e4814c1,collecter des données à des fins médico-légales,"Recueillir des données protégées, fragmentées ou corrompues et d’autres communications en ligne. Documenter et présenter les résultats de ce processus."
http://www.gamaizer.ai/cmo/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,utiliser des techniques de traitement des données,http://www.gamaizer.ai/cmo/skill/0c766ca3-9364-4203-916b-fed16e4814c1,collecter des données à des fins médico-légales,"Recueillir des données protégées, fragmentées ou corrompues et d’autres communications en ligne. Documenter et présenter les résultats de ce processus."
http://www.gamaizer.ai/cmo/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,utiliser des techniques de traitement des données,http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,Extraire des données exportables provenant de sources multiples.
http://www.gamaizer.ai/cmo/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,gérer les données,http://www.gamaizer.ai/cmo/skill/3bf7e0ee-2580-41e8-924d-9d504dc98546,gérer les données d’un site minier,"Mesurer, enregistrer et valider des données spatiales pour le site minier."
http://www.gamaizer.ai/cmo/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,consulter des données,http://www.gamaizer.ai/cmo/skill/3e8e862d-2f1a-40c6-bb6d-d1d7eeb78854,analyser des données à grande échelle dans le domaine de la santé,"Effectuer des collectes de données à grande échelle, telles que des enquêtes par questionnaire, et analyser les données obtenues."
http://www.gamaizer.ai/cmo/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,utiliser des techniques de traitement des données,http://www.gamaizer.ai/cmo/skill/3e8e862d-2f1a-40c6-bb6d-d1d7eeb78854,analyser des données à grande échelle dans le domaine de la santé,"Effectuer des collectes de données à grande échelle, telles que des enquêtes par questionnaire, et analyser les données obtenues."
http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,http://www.gamaizer.ai/cmo/skill/417d5c34-3261-4e88-a860-d0ac725965bf,recueillir des informations de géolocalisation en temps réel,"Utiliser des outils, des techniques et des procédures pour exploiter et établir à distance la durée d’action d’une cible. Fournir des informations de géolocalisation en temps réel et exploitables au moyen d’infrastructures cibles."
http://www.gamaizer.ai/cmo/skill/fd89f784-88dc-4d35-abd7-86aa073cab12,garder un esprit ouvert,http://www.gamaizer.ai/cmo/skill/6053cf28-2f42-44bb-8d27-a43920128b30,recueillir des commentaires d'employés,"Communiquer de manière ouverte et positive afin d’évaluer les niveaux de satisfaction des employés, leur point de vue concernant l’environnement de travail et afin d’identifier les problèmes et de concevoir des solutions."
http://www.gamaizer.ai/cmo/skill/429062f1-a958-43ea-83dd-4e1af078c156,faire preuve de curiosité,http://www.gamaizer.ai/cmo/skill/7287dff1-7420-4d24-939a-5f4eb15b752b,consulter des sources d'information,"Consulter les sources d’information pertinentes pour trouver des sources d’inspiration, pour s’auto-éduquer sur certains sujets et pour obtenir des informations de base."
http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,http://www.gamaizer.ai/cmo/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a,collecter les données,Collecter des données en concevant et en appliquant des méthodes de recherche et d’échantillonnage.
http://www.gamaizer.ai/cmo/skill/4d614c92-0c48-4a11-a5ed-416b34fd50d2,gérer les données des usagers,http://www.gamaizer.ai/cmo/skill/7d08e3cd-3a68-4568-8273-5b53ac0cbc71,collecter les données générales concernant des patients,"Collecter des données qualitatives et quantitatives concernant le traitement des données anagraphiques relatives aux bénéficiaires de soins de santé, fournir une assistance pour compléter le questionnaire sur la situation actuelle et les antécédents et enregistrer les mesures/essais réalisés par le praticien."
http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,http://www.gamaizer.ai/cmo/skill/7f783956-f734-4d56-85de-10f0c1706f8a,enregistrer les données personnelles de clients,Collecter et enregistrer les données personnelles de clients dans le système ; obtenir toutes les signatures et tous les documents nécessaires pour la location.
http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,http://www.gamaizer.ai/cmo/skill/89db623e-e1fc-4ec2-9a0f-7b72b4c35303,collecter des données expérimentales,"Collecter les données résultant de l’application de méthodes scientifiques telles que les méthodes d’essai, la conception expérimentale ou les mesures."
http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,http://www.gamaizer.ai/cmo/skill/c216b67a-7462-4f6a-ba14-db02f6e91b68,compiler des données pour des publications relatives à la navigation,Compiler des données pour des publications relatives à la navigation; rassembler et traiter des données authentiques et valides.
http://www.gamaizer.ai/cmo/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,http://www.gamaizer.ai/cmo/skill/d89b9a3f-19bf-4b9b-9664-ed35924eb399,collecter des données au moyen d’un GPS,Collecter des données sur le terrain en utilisant les dispositifs GPS (Global Positioning System).
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/58888680-07cd-4baa-8eb1-f846bff7e2d4,gérer une base de données des adhésions,Ajouter et mettre à jour les informations sur les adhésions et analyser les informations statistiques sur les adhésions et en rendre compte.
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/5b776f2d-cac1-437e-badd-9871876209a5,créer des bases de données géologiques,Créer des bases de données géologiques afin d’acquérir et d’organiser des informations.
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/694f1a0a-b6bd-453f-af6d-a833503da307,gérer une base de données météorologiques,Développer et tenir à jour des bases de données météorologiques. Ajouter des informations après chaque nouvelle observation.
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511,concevoir un schéma de base de données,"Élaborer un système de base de données en suivant les règles du système de gestion des bases de données relationnelles afin de créer un groupe logiquement organisé d’objets tels que des tableaux, des colonnes et des processus."
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,créer des schémas de base de données,Développer les modèles et schémas de conception de la base de données qui établissent la structure d’une base de données en utilisant des outils logiciels de modélisation à mettre en œuvre dans des processus ultérieurs.
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,équilibrer les ressources d’une base de données,"Équilibrer la charge de travail et les ressources d’une base de données, en contrôlant la demande des transactions, en attribuant des espaces disques et en assurant la fiabilité des serveurs afin d’optimiser le rapport coût/risque."
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,gérer les données et le stockage dans l’informatique en nuage,"Mettre en place et gérer la conservation de données dans l’informatique en nuage. Recenser et mettre en œuvre les besoins en matière de protection des données, de cryptage et de planification des capacités."
http://www.gamaizer.ai/cmo/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gérer une base de données,http://www.gamaizer.ai/cmo/skill/d6cdef49-b669-4507-91d1-3f959cf98e47,maintenir les performances d’une base de données,Calculer les valeurs pour les paramètres de la base de données. Mettre en œuvre de nouvelles versions et exécuter des tâches d’entretien régulières telles que la mise en place de stratégies de sauvegarde et l’élimination de la fragmentation des indices.
http://www.gamaizer.ai/cmo/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,aider des personnes à accéder à des services,http://www.gamaizer.ai/cmo/skill/00090cc1-1f27-439e-a4e0-19a87a501bfc,recenser les services disponibles,"Identifier les différents services disponibles pour un délinquant pendant sa période de probation afin de l’aider dans son processus de réadaptation et de réinsertion sociale, et le conseiller sur la façon dont il peut identifier les services qui lui sont disponibles."
http://www.gamaizer.ai/cmo/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,aider des personnes à accéder à des services,http://www.gamaizer.ai/cmo/skill/04880044-9668-45b8-b888-f3d9894bac9f,organiser les soins à domicile pour les patients,Organiser les soins à prodiguer au domicile d’un patient confiné chez lui avec des problèmes de santé aigus et/ou de longue durée.
http://www.gamaizer.ai/cmo/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,aider des personnes à accéder à des services,http://www.gamaizer.ai/cmo/skill/15c57a2c-b5be-4187-89cf-1b9e02af4822,offrir une aide aux citoyens nationaux,Offrir une aide aux citoyens nationaux à l’étranger lors de situations d’urgence ou pour des questions relevant de la juridiction nationale.
http://www.gamaizer.ai/cmo/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,aider des personnes à accéder à des services,http://www.gamaizer.ai/cmo/skill/3c88c371-56cf-49b8-bad7-d575eb3f07b7,aider des personnes coincées dans des espaces confinés,"Aider des personnes bloquées dans des espaces restreints tels que les ascenseurs ou les attractions d’un parc d’attractions, expliquer la situation de manière calme, donner des instructions quant à la réaction et au sauvetage en bonne et due forme."
http://www.gamaizer.ai/cmo/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,aider des personnes à accéder à des services,http://www.gamaizer.ai/cmo/skill/41cfce6d-5c0d-4af8-8ddc-32f7fbc07842,permettre l'accès aux services,"Permettre l’accès aux différents services pouvant être offerts aux personnes ayant un statut légal précaire, telles que les immigrants et les criminels en liberté surveillée, afin de garantir leur inclusion dans un établissement ou un programme, et de communiquer avec les prestataires de services pour leur expliquer la situation et les convaincre des avantages de l’inclusion de l’individu."
http://www.gamaizer.ai/cmo/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,aider des personnes à accéder à des services,http://www.gamaizer.ai/cmo/skill/e23c32a2-eff1-4d77-b2b0-724a3a600a95,orienter les usagers des services sociaux,Orienter vers d'autres professionnels et d'autres organismes selon les besoins et les exigences des usagers des services sociaux.
http://www.gamaizer.ai/cmo/skill/29fbde52-e525-4653-96d0-acd59ccb28d8,aider des personnes à accéder à des services,http://www.gamaizer.ai/cmo/skill/eb9f8a48-4be4-434b-be9d-293ff5c07f97,orienter les usagers,"Orienter les usagers vers d'autres professionnels, en fonction de leurs besoins et de leurs exigences, en particulier lorsqu'ils reconnaissent que des diagnostics ou des interventions supplémentaires sont nécessaires."
http://www.gamaizer.ai/cmo/skill/14832d87-2f2f-4895-b290-e4760ebae42a,résoudre des problèmes techniques,http://www.gamaizer.ai/cmo/skill/fe1c2b32-7fe9-4668-affa-07ff658a68cf,identifier les risques de sécurité des TIC,"Appliquer des méthodes et des techniques pour identifier les menaces de sécurité, les failles de sécurité et les facteurs de risque potentiels en utilisant des outils TIC pour surveiller les systèmes TIC, analyser les risques, les vulnérabilités et les menaces et évaluer les plans d’urgence."
http://www.gamaizer.ai/cmo/skill/2a778aeb-f246-4f03-9a96-c60183001037,planifier une production,http://www.gamaizer.ai/cmo/skill/0f7b4bf5-8d37-4205-bd61-fe0878e9d9e2,ajuster un planning de production,Adapter le planning de travail afin de garantir le fonctionnement continu des postes.
http://www.gamaizer.ai/cmo/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,respecter un planning de travail,http://www.gamaizer.ai/cmo/skill/0f7b4bf5-8d37-4205-bd61-fe0878e9d9e2,ajuster un planning de production,Adapter le planning de travail afin de garantir le fonctionnement continu des postes.
http://www.gamaizer.ai/cmo/skill/2a778aeb-f246-4f03-9a96-c60183001037,planifier une production,http://www.gamaizer.ai/cmo/skill/5475343c-5e75-415f-b431-17f3c20a347e,utiliser un logiciel de planification de la production,Utiliser un logiciel qui facilite la planification et la programmation dans l’industrie manufacturière et permette d’optimiser l’allocation des ressources.
http://www.gamaizer.ai/cmo/skill/2a778aeb-f246-4f03-9a96-c60183001037,planifier une production,http://www.gamaizer.ai/cmo/skill/66cf649e-fd1d-4840-8250-ebd546a12239,évaluer les besoins de production pour organiser un planning de production,"S’assurer que tous les besoins de production sont clairs avant de planifier le calendrier. Prendre en considération les exigences du chorégraphe, du directeur artistique et du directeur de la compagnie et les besoins spécifiques des interprètes/danseurs ainsi que le budget disponible.  Tenir compte de l’espace de travail, de la logistique, de la scène, de l’éclairage, du son et des exigences multimédias. Intégrer les exigences liées aux costumes, au maquillage, à la coiffure et aux accessoires."
http://www.gamaizer.ai/cmo/skill/2a778aeb-f246-4f03-9a96-c60183001037,planifier une production,http://www.gamaizer.ai/cmo/skill/f8ea6bda-9f1d-4864-b8f4-ba7e6984e5dd,planifier une production minière,"Générer des plans d’exploitation minière sur une base hebdomadaire, mensuelle, trimestrielle ou annuelle, selon le cas."
http://www.gamaizer.ai/cmo/skill/2a778aeb-f246-4f03-9a96-c60183001037,planifier une production,http://www.gamaizer.ai/cmo/skill/fd6aa2f5-b061-4ba2-a047-23d35d77f9cf,gérer les changements de production,"Planifier et superviser les changements et les activités associées en temps opportun, afin de bien respecter le calendrier de production requis."
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/13dd985b-9baf-43bd-b85b-9f44e2f0bade,conduire une ambulance en situation d’urgence,"Savoir conduire une ambulance en situation d’urgence, à une vitesse sûre et contrôlée, en respectant les lois, les réglementations et les normes applicables à ce type d’activité."
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/14be22fb-da8d-4521-a153-9b4e0d1c2314,réaliser des tests sur des véhicules aéroportuaires,Tester l’adéquation des véhicules après l’entretien. Veiller à ce que toutes les spécifications relatives à la sécurité et aux fabricants aient été respectées avant la mise en circulation des véhicules dans les aéroports.
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/4b8670a1-f3cd-4c1d-bd1e-8b9a0e1c2b9a,utiliser des véhicules ferroviaires,Conduire des véhicules ferroviaires ou d’autres équipements ferroviaires d’une manière compétente et sûre.
http://www.gamaizer.ai/cmo/skill/8e77453d-3665-4d00-b887-2e9adb29cd15,exploiter des véhicules ferroviaires,http://www.gamaizer.ai/cmo/skill/4b8670a1-f3cd-4c1d-bd1e-8b9a0e1c2b9a,utiliser des véhicules ferroviaires,Conduire des véhicules ferroviaires ou d’autres équipements ferroviaires d’une manière compétente et sûre.
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/5dcac3d3-56a7-4d6a-ae04-c13806fcff96,utiliser des véhicules d’escorte,"Conduire le véhicule d’escorte d’une manière sûre et efficace, afin de diriger l’avion à travers une zone désignée."
http://www.gamaizer.ai/cmo/skill/dbbbe31a-9b8c-4459-a830-84363648f52c,conduire des véhicules légers,http://www.gamaizer.ai/cmo/skill/5dcac3d3-56a7-4d6a-ae04-c13806fcff96,utiliser des véhicules d’escorte,"Conduire le véhicule d’escorte d’une manière sûre et efficace, afin de diriger l’avion à travers une zone désignée."
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/9a2d4c66-d687-491a-a12a-81427710aa29,garer des véhicules au dépôt,"Garer les véhicules utilisés pour les activités professionnelles dans l’aire de parcage désignée du véhicule, après utilisation, d’une manière sûre et conforme à la réglementation."
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/9b9135e0-2da5-484d-a9d9-0ac2fe4a89a6,conduire des prototypes de véhicules à moteur,Conduire des prototypes de véhicules à moteur ou des véhicules expérimentaux pour obtenir des informations sur leurs performances.
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/e7f63440-6007-486b-948f-ea124839c418,conduire des véhicules à deux roues,"Conduire des véhicules à deux roues, tels que les vélos et les motos, pour l’exécution de différentes tâches liées au transport de marchandises et de passagers."
http://www.gamaizer.ai/cmo/skill/dbbbe31a-9b8c-4459-a830-84363648f52c,conduire des véhicules légers,http://www.gamaizer.ai/cmo/skill/e7f63440-6007-486b-948f-ea124839c418,conduire des véhicules à deux roues,"Conduire des véhicules à deux roues, tels que les vélos et les motos, pour l’exécution de différentes tâches liées au transport de marchandises et de passagers."
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/f4f2cb26-95c8-4d49-8dbc-fd0a514e2e50,conduire un véhicule en procession,"Conduire des voitures, des corbillards ou d’autres véhicules à un rythme constant lors de processions."
http://www.gamaizer.ai/cmo/skill/dbbbe31a-9b8c-4459-a830-84363648f52c,conduire des véhicules légers,http://www.gamaizer.ai/cmo/skill/f4f2cb26-95c8-4d49-8dbc-fd0a514e2e50,conduire un véhicule en procession,"Conduire des voitures, des corbillards ou d’autres véhicules à un rythme constant lors de processions."
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/fe490139-ccc4-4b82-ab55-5c6708cb0e30,conduire de manière défensive,"Conduire de manière défensive pour maximiser la sécurité routière, gagner du temps et de l’argent et épargner des vies; anticiper les actions des autres usagers de la route."
http://www.gamaizer.ai/cmo/skill/2a82241a-216e-44d8-bb50-6b9a0ef82084,conduire des véhicules,http://www.gamaizer.ai/cmo/skill/fef6422f-0186-4513-8dd8-a277aa6f556d,conduire un véhicule de collecte de déchets,"Conduire un poids lourd équipé pour collecter des déchets en toute sécurité, conformément à la législation sur le transport routier et la gestion des déchets."
http://www.gamaizer.ai/cmo/skill/2aaad52d-599e-4e77-a681-bbc236825821,évaluer l’incidence environnementale du comportement personnel,http://www.gamaizer.ai/cmo/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,suivre une politique respectueuse de l’environnement dans la transformation de denrées alimentaires,"Assurer une politique respectueuse de l’environnement au moment de travailler avec des ressources naturelles telles que de la viande, des fruits et des légumes. Il s’agit de gérer des ressources de la manière la plus efficace et la plus respectueuse de la nature possible tout en essayant de réduire la pression sur l’écosystème."
http://www.gamaizer.ai/cmo/skill/2aaad52d-599e-4e77-a681-bbc236825821,évaluer l’incidence environnementale du comportement personnel,http://www.gamaizer.ai/cmo/skill/4fb7f781-9362-426a-9eb6-65c360f83e31,mener des opérations de nettoyage dans le respect de l’environnement,"Entreprendre toutes les tâches de nettoyage d’une manière minimisant les dommages causés à l’environnement, suivre des méthodes permettant de réduire la pollution et le gaspillage de ressources."
http://www.gamaizer.ai/cmo/skill/2aaad52d-599e-4e77-a681-bbc236825821,évaluer l’incidence environnementale du comportement personnel,http://www.gamaizer.ai/cmo/skill/9438b0dc-062a-4893-b176-959706e4ae1e,utiliser des produits écologiques,Travaux à l’aide de matériaux écologiques tels que des systèmes de finition à base d’eau ou des adhésifs sans formaldéhyde.
http://www.gamaizer.ai/cmo/skill/2aaad52d-599e-4e77-a681-bbc236825821,évaluer l’incidence environnementale du comportement personnel,http://www.gamaizer.ai/cmo/skill/c4ba12d1-4698-42fa-8abb-789462ea2586,protéger l’environnement des effets de technologies numériques,Avoir conscience de l’incidence environnementale des technologies numériques et de leur utilisation.
http://www.gamaizer.ai/cmo/skill/2aaad52d-599e-4e77-a681-bbc236825821,évaluer l’incidence environnementale du comportement personnel,http://www.gamaizer.ai/cmo/skill/d2c81ad1-2439-43cf-9c63-204187b8f771,limiter le gaspillage de ressources,Évaluer et identifier les diverses façons d’utiliser les ressources de manière plus efficace en s’efforçant de réduire les déchets de services publics.
http://www.gamaizer.ai/cmo/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintenir une attitude positive,http://www.gamaizer.ai/cmo/skill/1d1fedcb-4995-44ac-90f5-f31a157ce512,gérer la frustration,"Rester calme et réagir de manière constructive face à sa propre colère ou à celle des autres, ou lorsque vous êtes confronté à des obstacles ou des réclamations."
http://www.gamaizer.ai/cmo/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintenir une attitude positive,http://www.gamaizer.ai/cmo/skill/469748ce-051a-407e-9099-0c9415ac2705,aborder les défis de manière positive,Adopter une attitude positive et une approche constructive lorsqu’il s’agit de relever les défis.
http://www.gamaizer.ai/cmo/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintenir une attitude positive,http://www.gamaizer.ai/cmo/skill/5a927fa0-462e-4d54-ae12-97fd6ca45762,pratiquer le self-control,"Gérer ses sentiments, ses besoins et ses souhaits de manière appropriée, au profit des participants, des clients ou des collègues."
http://www.gamaizer.ai/cmo/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintenir une attitude positive,http://www.gamaizer.ai/cmo/skill/5cd1930c-278d-4929-b413-27352f5b3687,faire face à l’incertitude,Tolérer l’incertitude et travailler de manière constructive dans des situations imprévues et imprévisibles.
http://www.gamaizer.ai/cmo/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintenir une attitude positive,http://www.gamaizer.ai/cmo/skill/669b75d8-671c-4a1c-8e0b-6466c513c27d,faire preuve de confiance,Faire la preuve de son degré de maturité en appréhendant pleinement ses qualités et capacités propres qui peuvent servir de sources de confiance dans différentes situations.
http://www.gamaizer.ai/cmo/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintenir une attitude positive,http://www.gamaizer.ai/cmo/skill/7a147904-22b3-498a-b4d9-7bceeb86b45d,gérer le stress,"Gérer les défis, les perturbations et les changements et surmonter les revers et l’adversité."
http://www.gamaizer.ai/cmo/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,respecter les obligations de confidentialité,http://www.gamaizer.ai/cmo/skill/18242411-8c5e-48d7-ba6a-e1b5a7cd1330,assurer le respect de la vie privée dans des services d’escorte,Proposer des services d’escorte à des clients de manière confidentielle. Respecter la vie privée des clients en ne divulguant aucune information personnelle à leur sujet.
http://www.gamaizer.ai/cmo/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,respecter les obligations de confidentialité,http://www.gamaizer.ai/cmo/skill/51ece34f-c24e-4183-9bf4-9b6f28748aec,assurer la confidentialité des données des patients,Respecter et assurer la confidentialité des informations sur la maladie et le traitement des patients.
http://www.gamaizer.ai/cmo/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,respecter les obligations de confidentialité,http://www.gamaizer.ai/cmo/skill/73e7e2f4-7e5f-4e6c-86c2-3b5fbd191172,assurer le respect de la vie privée des usagers,"Respecter et préserver la dignité et la vie privée du client, protéger ses informations confidentielles et expliquer clairement les politiques relatives à la confidentialité au client et aux autres parties concernées."
http://www.gamaizer.ai/cmo/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11,se conformer aux réglementations juridiques,http://www.gamaizer.ai/cmo/skill/86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8,appliquer des politiques de sécurité de l’information,"Mettre en œuvre des politiques, des méthodes et des règlements en matière de sécurité des données et de l’information, afin de respecter les principes de confidentialité, d’intégrité et de disponibilité."
http://www.gamaizer.ai/cmo/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,respecter les obligations de confidentialité,http://www.gamaizer.ai/cmo/skill/8d202e22-85e9-47b1-a1e0-3296d17244cd,respecter la confidentialité,"Observer l’ensemble des règles établissant la non-communication d’informations, sauf à une autre personne autorisée."
http://www.gamaizer.ai/cmo/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c,respecter les obligations de confidentialité,http://www.gamaizer.ai/cmo/skill/abbf6f61-04eb-4e1a-9694-05ba28ac38bf,assurer la confidentialité,Travailler avec des clients sous le sceau du secret. Respecter la vie privée des clients en ne divulguant aucune information personnelle à leur sujet. Ne pas divulguer ses informations personnelles aux clients. Veiller à ce que des règles claires soient fixées afin de préserver la confidentialité.
http://www.gamaizer.ai/cmo/skill/2b8a86c4-d063-44d5-863f-a9659024cefe,exploiter des machines destinées à la fabrication de produits,http://www.gamaizer.ai/cmo/skill/18f2a44e-28ef-4ae3-8ea2-347e33bd9a4b,exploiter des machines destinées à la fabrication de produits,Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the manufacture of goods.
http://www.gamaizer.ai/cmo/skill/2b8a86c4-d063-44d5-863f-a9659024cefe,exploiter des machines destinées à la fabrication de produits,http://www.gamaizer.ai/cmo/skill/39d83364-c86f-4942-96d1-e5df582face9,"exploiter des équipements de formage des métaux, des matières plastiques ou du caoutchouc","Operating and tending machinery to mould, press, or form metal, plastic, rubber or other materials into a particular shape.
Excludes:
- Operating metal extrusion machines

Examples:
- Tend injection moulding machine
- Tend mouldmaking machines"
http://www.gamaizer.ai/cmo/skill/2b8a86c4-d063-44d5-863f-a9659024cefe,exploiter des machines destinées à la fabrication de produits,http://www.gamaizer.ai/cmo/skill/418e58f5-c50c-4147-baa0-83aeb43b796a,exploiter des machines de peinture ou de revêtement,"Operating machinery to apply paints or coatings to the surface of products or materials.
Excludes:
- Operating handheld tools such as handheld spray guns

Examples:
- Galvanise metal workpiece
- Tend coating machine
- Tend dip tank"
http://www.gamaizer.ai/cmo/skill/2b8a86c4-d063-44d5-863f-a9659024cefe,exploiter des machines destinées à la fabrication de produits,http://www.gamaizer.ai/cmo/skill/7ec00c15-c9bb-4b74-9b8b-681424e9ea2c,exploiter des machines d’emballage,"Operating, tending and monitoring machinery for packaging or bottling products.
Examples:
- Tend bottle cork machine
- Tend meat packaging machine"
